ID Number,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,Industry,Summary Quote
1209,EMCI,EMC Insurance Group Inc.,28.86,389695425.60,1982,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/emci
1210,SCVL,"Shoe Carnival, Inc.",18.96,389192299.20,1993,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/scvl
1211,NANO,Nanometrics Incorporated,16.13,389109425.81,1984,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/nano
1212,LBAI,"Lakeland Bancorp, Inc.",10.25,388619463.50,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lbai
1213,PFIS,Peoples Financial Services Corporation,51.4,387985601.20,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pfis
1214,APAGF,Apco Oil and Gas International Inc.,13.16,387446744.72,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/apagf
1215,TCBK,TriCo Bancshares,24.01,387363270.14,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcbk
1216,ELOS,Syneron Medical Ltd.,10.56,387228779.52,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/elos
1217,NTRSP,Northern Trust Corporation,24.18,386880000.00,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ntrsp
1218,BHBK,"Blue Hills Bancorp, Inc.",13.57,386294652.41,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/bhbk
1219,VONE,Vanguard Russell 1000 ETF,91.94,386148000.00,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vone
1220,GERN,Geron Corporation,2.46,385933429.68,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gern
1221,TUBE,"TubeMogul, Inc.",12.82,381752960.04,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/tube
1222,PCO,Pendrell Corporation,1.43,380970765.89,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/pco
1223,BWINB,"Baldwin & Lyons, Inc.",25.36,379661516.80,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bwinb
1224,CACB,Cascade Bancorp,5.24,378448127.00,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cacb
1225,FISH,"Marlin Midstream Partners, LP",21.33,375704231.04,1992,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/fish
1226,CECE,CECO Environmental Corp.,14.51,374454868.76,n/a,Capital Goods,Pollution Control Equipment,http://www.nasdaq.com/symbol/cece
1227,BBOX,Black Box Corporation,24.05,373645850.50,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/bbox
1228,MRCY,Mercury Systems Inc,11,373587005.00,1998,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/mrcy
1229,SPIL,"Siliconware Precision Industries Company, Ltd.",6.94,373325134.18,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/spil
1230,CTRE,"CareTrust REIT, Inc.",16.59,372212211.42,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ctre
1231,PACB,"Pacific Biosciences of California, Inc.",5.26,371511638.14,2010,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/pacb
1232,PBPB,Potbelly Corporation,12.59,371123953.43,2013,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/pbpb
1233,TBBK,"The Bancorp, Inc.",9.83,370677277.91,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tbbk
1234,DVAX,Dynavax Technologies Corporation,1.41,370662153.60,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dvax
1235,MCHX,"Marchex, Inc.",8.66,370645783.04,2004,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mchx
1236,VTWO,Vanguard Russell 2000 ETF,92.64,370560000.00,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vtwo
1237,INAP,Internap Network Services Corporation,6.8,369820842.40,1999,Technology,Computer Software: Programming; Data Processing,http://www.nasdaq.com/symbol/inap
1238,ALLT,Allot Communications Ltd.,11.21,368552492.78,2006,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/allt
1239,SPNS,Sapiens International Corporation N.V.,7.86,368488197.00,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/spns
1240,IXYS,IXYS Corporation,11.66,367168736.00,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/ixys
1241,SCLN,"SciClone Pharmaceuticals, Inc.",7.18,366753983.56,1992,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/scln
1242,PGNX,Progenics Pharmaceuticals Inc.,5.27,366558191.18,1997,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pgnx
1243,GASS,"StealthGas, Inc.",9.13,365219008.66,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/gass
1244,HNRG,Hallador Energy Company,12.69,365103990.00,n/a,Energy,Coal Mining,http://www.nasdaq.com/symbol/hnrg
1245,CTWS,"Connecticut Water Service, Inc.",32.89,365064988.86,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/ctws
1246,EXEL,"Exelixis, Inc.",1.87,364855638.29,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/exel
1247,ATAX,"America First Multifamily Investors, L.P.",6.05,364530214.40,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/atax
1248,ELRC,Electro Rent Corporation,15.17,364208778.13,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/elrc
1249,OVAS,Ovascience Inc.,14.98,363564240.48,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ovas
1250,WINA,Winmark Corporation,72,363489480.00,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/wina
1251,MSFG,"MainSource Financial Group, Inc.",17.75,363151918.25,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/msfg
1252,TGTX,"TG Therapeutics, Inc.",9.51,362527429.05,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tgtx
1253,BKYF,The Bank of Kentucky Financial Corp.,47.21,362202768.02,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bkyf
1254,BBNK,Bridge Capital Holdings,22.81,362063700.25,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbnk
1255,SPOK,"Spok Holdings, Inc.",16.69,361768017.15,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/spok
1256,JBSS,"John B. Sanfilippo & Son, Inc.",32.74,361732178.94,1991,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/jbss
1257,USCR,"U S Concrete, Inc.",25.77,360513615.51,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/uscr
1258,GABC,"German American Bancorp, Inc.",27.15,358662224.25,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/gabc
1259,SQBG,"Sequential Brands Group, Inc.",13.84,356765776.16,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/sqbg
1260,ECYT,"Endocyte, Inc.",8.58,356507202.48,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ecyt
1261,BWINA,"Baldwin & Lyons, Inc.",23.8,356306944.00,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bwina
1262,TREE,"Tree.com, Inc.",31.45,355650154.95,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/tree
1263,QQQX,NASDAQ Premium Income and Growth Fund Inc.,19.21,355575716.88,2007,n/a,n/a,http://www.nasdaq.com/symbol/qqqx
1264,CRMT,"America&#39;s Car-Mart, Inc.",41.64,355563668.52,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/crmt
1265,SUPN,"Supernus Pharmaceuticals, Inc.",8.28,355388993.28,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/supn
1266,CECO,Career Education Corporation,5.28,355062649.92,1998,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ceco
1267,NILE,"Blue Nile, Inc.",29.96,354642512.00,2004,Consumer Services,Consumer Specialties,http://www.nasdaq.com/symbol/nile
1268,CTRN,"Citi Trends, Inc.",22.64,352720264.88,2005,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/ctrn
1269,SKYY,First Trust ISE Cloud Computing Index Fund,28.19,352375056.38,n/a,n/a,n/a,http://www.nasdaq.com/symbol/skyy
1270,FSFR,Fifth Street Senior Floating Rate Corp.,11.93,351538542.24,2013,n/a,n/a,http://www.nasdaq.com/symbol/fsfr
1271,VICR,Vicor Corporation,9.09,350358969.69,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/vicr
1272,OCUL,"Ocular Therapeutix, Inc.",16.37,349000051.30,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ocul
1273,EFSC,Enterprise Financial Services Corporation,17.64,348803252.28,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/efsc
1274,NEO,"NeoGenomics, Inc.",5.99,348765839.19,n/a,Health Care,Precision Instruments,http://www.nasdaq.com/symbol/neo
1275,NRCIA,National Research Corporation,14.31,347568735.51,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/nrcia
1276,OPLK,"Oplink Communications, Inc.",18.76,347142037.48,2000,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/oplk
1277,LMNR,Limoneira Co,24.6,346320694.20,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/lmnr
1278,CSBK,Clifton Bancorp Inc.,12.97,345409582.25,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/csbk
1279,BIB,ProShares Ultra Nasdaq Biotechnology,101.2,344080000.00,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bib
1280,ACRX,"AcelRx Pharmaceuticals, Inc.",7.93,343980228.54,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acrx
1281,LNDC,Landec Corporation,12.8,343574041.60,1996,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/lndc
1282,ORBC,ORBCOMM Inc.,6.21,343122701.13,2006,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/orbc
1283,ARCW,"ARC Group Worldwide, Inc.",23,342876433.00,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/arcw
1284,RGLS,Regulus Therapeutics Inc.,7.9,342799525.50,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rgls
1285,AVHI,"A V Homes, Inc.",15.51,342680002.83,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/avhi
1286,NWPX,Northwest Pipe Company,35.98,342477680.86,1995,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/nwpx
1287,SQQQ,ProShares UltraPro Short QQQ ,35.66,342336000.00,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sqqq
1288,FBNC,First Bancorp,17.36,342085414.16,1987,Finance,Major Banks,http://www.nasdaq.com/symbol/fbnc
1289,RTRX,"Retrophin, Inc.",12.8,341523379.20,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rtrx
1290,SGI,Silicon Graphics International Corp,9.86,341246741.58,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/sgi
1291,TTOO,"T2 Biosystems, Inc.",17.75,340746466.00,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ttoo
1292,INTL,INTL FCStone Inc.,18.03,340406111.52,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/intl
1293,NWBO,"Northwest Biotherapeutics, Inc.",5.71,339773527.16,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nwbo
1294,FLML,Flamel Technologies S.A.,14.11,339250821.90,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/flml
1295,QADA,QAD Inc.,21.01,337178060.56,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qada
1296,PATR,"Patriot Transportation Holding, Inc.",34.82,336271329.58,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/patr
1297,LMOS,Lumos Networks Corp.,15,335831820.00,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/lmos
1298,SGYP,"Synergy Pharmaceuticals, Inc.",3.54,335574367.26,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sgyp
1299,RPRX,Repros Therapeutics Inc.,14.52,335549344.68,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rprx
1300,SREV,"ServiceSource International, Inc.",4.02,334539145.86,2011,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/srev
1301,CTRL,Control4 Corporation,14.03,334148820.11,2013,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/ctrl
1302,VLGEA,"Village Super Market, Inc.",23.77,334056353.92,n/a,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/vlgea
1303,EXAC,"Exactech, Inc.",24.28,333947484.20,1996,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/exac
1304,NVEC,NVE Corporation,68.77,333606227.11,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/nvec
1305,PNQI,PowerShares NASDAQ Internet Portfolio,70.09,332927500.00,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pnqi
1306,CEMP,"Cempra, Inc.",10.01,332764702.27,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cemp
1307,XNPT,"XenoPort, Inc.",5.34,332209885.26,2005,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/xnpt
1308,XNCR,"Xencor, Inc.",10.58,332165723.08,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/xncr
1309,METR,"Metro Bancorp, Inc",23.3,330864100.80,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/metr
1310,CMGE,China Mobile Games and Entertainment Group Limited,23.88,330114039.48,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cmge
1311,USLM,"United States Lime & Minerals, Inc.",59.13,329823710.46,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/uslm
1312,SENEB,Seneca Foods Corp.,30.5,329440046.50,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/seneb
1313,QLTI,QLT Inc.,6.43,328456475.54,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/qlti
1314,FNHC,Federated National Holding Company,23.78,328294076.60,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/fnhc
1315,HNH,Handy & Harman Ltd.,25.4,328045622.80,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/hnh
1316,AMRS,"Amyris, Inc.",4.15,327611707.00,2010,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/amrs
1317,TNDM,"Tandem Diabetes Care, Inc.",13.94,327077468.02,2013,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/tndm
1318,OKSB,"Southwest Bancorp, Inc.",16.5,326592090.00,1993,Finance,Major Banks,http://www.nasdaq.com/symbol/oksb
1319,RDNT,"RadNet, Inc.",7.64,326035311.56,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/rdnt
1320,AROW,Arrow Financial Corporation,26.39,325956665.58,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/arow
1321,EOPN,"E2open, Inc.",11.2,325921982.40,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/eopn
1322,PETX,"Aratana Therapeutics, Inc.",11.05,325399295.00,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/petx
1323,PERY,Perry Ellis International Inc.,20.68,325234360.00,1993,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/pery
1324,MSEX,Middlesex Water Company,20.23,324829569.75,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/msex
1325,ZIOP,ZIOPHARM Oncology Inc,3.22,324392102.58,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/ziop
1326,TRIV,"TriVascular Technologies, Inc.",16,324383008.00,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/triv
1327,CETV,Central European Media Enterprises Ltd.,2.39,323381571.83,1994,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/cetv
1328,TWIN,"Twin Disc, Incorporated",28.7,323301855.10,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/twin
1329,SENEA,Seneca Foods Corp.,29.9,322959258.70,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/senea
1330,UIHC,United Insurance Holdings Corp.,15.48,322604283.60,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/uihc
1331,FLIC,The First of Long Island Corporation,35,322372155.00,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/flic
1332,PFBC,Preferred Bank,24.26,321395703.68,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pfbc
1333,ISLE,"Isle of Capri Casinos, Inc.",8.05,321274823.80,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/isle
1334,CHSCO,CHS Inc,28.37,321124994.75,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/chsco
1335,MGIC,Magic Software Enterprises Ltd.,7.27,320840984.95,1991,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mgic
1336,TAXI,Medallion Financial Corp.,12.73,320317415.65,1996,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/taxi
1337,MBWM,Mercantile Bank Corporation,19,320175080.00,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/mbwm
1338,FISI,"Financial Institutions, Inc.",22.98,318576933.48,1999,Finance,Major Banks,http://www.nasdaq.com/symbol/fisi
1339,SNBC,"Sun Bancorp, Inc.",18.25,317909798.75,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/snbc
1340,GOOD,Gladstone Commercial Corporation,17.94,317824286.52,2003,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/good
1341,SYUT,"Synutra International, Inc.",5.53,316872942.89,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/syut
1342,NVCN,Neovasc Inc.,5.85,314478052.20,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nvcn
1343,COHU,"Cohu, Inc.",12.38,314429381.74,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/cohu
1344,ISRL,"Isramco, Inc.",115.11,312833411.01,1983,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/isrl
1345,FLXN,"Flexion Therapeutics, Inc.",19.99,312329557.10,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/flxn
1346,LMNS,Lumenis Ltd.,8.85,311887381.20,2014,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/lmns
1347,GBNK,Guaranty Bancorp,14.36,311719039.44,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/gbnk
1348,PSTB,Park Sterling Corporation,6.95,311646798.70,2010,Finance,Major Banks,http://www.nasdaq.com/symbol/pstb
1349,CXDC,China XD Plastics Company Limited,6.25,309939225.00,n/a,Capital Goods,Containers/Packaging,http://www.nasdaq.com/symbol/cxdc
1350,UVSP,Univest Corporation of Pennsylvania,19.1,309773636.50,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/uvsp
1351,IMMU,"Immunomedics, Inc.",3.32,309141753.52,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/immu
1352,ANIP,"ANI Pharmaceuticals, Inc.",27,305761149.00,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/anip
1353,VSEC,VSE Corporation,57.09,305756798.82,n/a,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/vsec
1354,NVMI,Nova Measuring Instruments Ltd.,11.02,305569447.50,2000,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/nvmi
1355,BELFB,Bel Fuse Inc.,25.7,305259177.30,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/belfb
1356,STRT,Strattec Security Corporation,85.26,304685903.34,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/strt
1357,CERS,Cerus Corporation,4.11,304337280.00,1997,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cers
1358,FUBC,"1st United Bancorp, Inc. (FL)",8.82,304256386.98,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fubc
1359,ADMS,"Adamas Pharmaceuticals, Inc.",18.12,303664001.88,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adms
1360,VONV,Vanguard Russell 1000 Value ETF,89.11,302974000.00,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vonv
1361,WOOD,iShares S&P Global Timber &Forestry Index Fund,51.47,302643600.00,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wood
1362,BKMU,Bank Mutual Corporation,6.49,302169753.16,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bkmu
1363,RNA,Prosensa Holding N.V.,8.4,301835452.80,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rna
1364,BKEPP,"Blueknight Energy Partners L.P., L.L.C.",10,301586190.00,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/bkepp
1365,SHLO,"Shiloh Industries, Inc.",17.53,301459623.52,1993,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/shlo
1366,WEYS,"Weyco Group, Inc.",27.77,300536076.33,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/weys
1367,MBUU,"Malibu Boats, Inc.",19.38,299151501.72,2014,Capital Goods,Marine Transportation,http://www.nasdaq.com/symbol/mbuu
1368,HEAR,Turtle Beach Corporation,7.12,298668578.08,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/hear
1369,LION,Fidelity Southern Corporation,13.99,298117204.93,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lion
1370,TNAV,"TeleNav, Inc.",7.55,297939081.50,2010,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tnav
1371,FCBC,"First Community Bancshares, Inc.",16.19,297935163.61,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcbc
1372,RTIX,"RTI Surgical, Inc.",5.24,297709520.56,2000,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/rtix
1373,POPE,Pope Resources,67.1,297538175.00,n/a,Consumer Non-Durables,Environmental Services,http://www.nasdaq.com/symbol/pope
1374,ATRS,"Antares Pharma, Inc.",2.28,297468517.44,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atrs
1375,KIRK,"Kirkland&#39;s, Inc.",17.14,296433403.34,2002,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/kirk
1376,CYOU,Changyou.com Limited,24.26,296380611.18,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cyou
1377,CEVA,"CEVA, Inc.",14.48,296374844.48,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/ceva
1378,CARB,"Carbonite, Inc.",11.02,296232366.80,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/carb
1379,SLMBP,SLM Corporation,74,296000000.00,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/slmbp
1380,NBBC,NewBridge Bancorp,7.95,295517725.95,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nbbc
1381,RWLK,ReWalk Robotics Ltd,25.6,294844313.60,2014,n/a,n/a,http://www.nasdaq.com/symbol/rwlk
1382,VONG,Vanguard Russell 1000 Growth ETF,95.02,294562000.00,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vong
1383,CAAS,"China Automotive Systems, Inc.",10.5,294451699.50,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/caas
1384,HCCI,"Heritage-Crystal Clean, Inc.",15.79,294022463.58,2008,Basic Industries,Miscellaneous,http://www.nasdaq.com/symbol/hcci
1385,OABC,"OmniAmerican Bancorp, Inc.",25.44,293868099.36,2010,Finance,Savings Institutions,http://www.nasdaq.com/symbol/oabc
1386,GIFI,"Gulf Island Fabrication, Inc.",20.25,293725804.50,1997,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/gifi
1387,PTSI,"P.A.M. Transportation Services, Inc.",36.7,293331356.00,1986,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/ptsi
1388,SCMP,"Sucampo Pharmaceuticals, Inc.",6.61,292782672.39,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/scmp
1389,PLPC,Preformed Line Products Company,54.3,292681995.60,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/plpc
1390,THLD,"Threshold Pharmaceuticals, Inc.",4.91,291487325.14,2005,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/thld
1391,SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",6.96,291054915.60,2014,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/spwh
1392,FIVN,"Five9, Inc.",6.01,290971361.36,2014,Technology,EDP Services,http://www.nasdaq.com/symbol/fivn
1393,BDGE,"Bridge Bancorp, Inc.",25,290934075.00,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bdge
1394,FBRC,FBR & Co,28.76,290328978.88,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/fbrc
1395,BELFA,Bel Fuse Inc.,24.4,289818051.60,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/belfa
1396,QADB,QAD Inc.,17.99,288711723.44,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qadb
1397,TTGT,"TechTarget, Inc.",8.72,288172316.48,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ttgt
1398,HCOM,"Hawaiian Telcom Holdco, Inc.",27.16,287516873.56,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/hcom
1399,TITN,Titan Machinery Inc.,13.42,287365211.10,2007,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/titn
1400,MHGC,Morgans Hotel Group Co.,8.39,287256845.17,2006,n/a,n/a,http://www.nasdaq.com/symbol/mhgc
1401,HGSH,"China HGS Real Estate, Inc.",6.37,286968500.00,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/hgsh
1402,PETS,"PetMed Express, Inc.",14.06,284988087.38,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/pets
1403,AGYS,"Agilysys, Inc.",12.47,284624171.11,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/agys
1404,IMMR,Immersion Corporation,9.96,284450996.52,1999,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/immr
1405,HTBI,"HomeTrust Bancshares, Inc.",14.88,284234069.76,2012,Finance,Savings Institutions,http://www.nasdaq.com/symbol/htbi
1406,KCAP,"KCAP Financial, Inc.",8.42,283934928.96,2006,n/a,n/a,http://www.nasdaq.com/symbol/kcap
